pin,slack
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_b_out_sum_trunc_rnd[0]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_b_out_sum_trunc_rnd[0]:Q,7378
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_b_out_sum_trunc_rnd[0]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_b_out_sum_trunc_rnd[0]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_imag_b_in_2_0_i_m2_am[2]:A,4001
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_imag_b_in_2_0_i_m2_am[2]:B,6064
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_imag_b_in_2_0_i_m2_am[2]:C,4657
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_imag_b_in_2_0_i_m2_am[2]:D,3757
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_imag_b_in_2_0_i_m2_am[2]:Y,3757
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_1/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/FF_2:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/p_AHB_Reg_Read.HRDATA_sig_11_sn_m6:A,-1248
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/p_AHB_Reg_Read.HRDATA_sig_11_sn_m6:B,-1249
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/p_AHB_Reg_Read.HRDATA_sig_11_sn_m6:C,-1317
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/p_AHB_Reg_Read.HRDATA_sig_11_sn_m6:Y,-1317
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_2:A,4933
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_2:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_2:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_2:IPA,4933
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.un8_samplea_adr_13_i_o2:A,3841
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.un8_samplea_adr_13_i_o2:B,3741
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.un8_samplea_adr_13_i_o2:C,2452
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.un8_samplea_adr_13_i_o2:Y,2452
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleA_adr_pipe_1[5]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleA_adr_pipe_1[5]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleA_adr_pipe_1[5]:CLK,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleA_adr_pipe_1[5]:D,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleA_adr_pipe_1[5]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleA_adr_pipe_1[5]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleA_adr_pipe_1[5]:Q,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleA_adr_pipe_1[5]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleA_adr_pipe_1[5]:SLn,5865
FFT_AHB_Wrapper_0/FFT_Core/p_AHB_Reg_Read.HRDATA_sig_11_5_am[7]:A,5451
FFT_AHB_Wrapper_0/FFT_Core/p_AHB_Reg_Read.HRDATA_sig_11_5_am[7]:B,-2470
FFT_AHB_Wrapper_0/FFT_Core/p_AHB_Reg_Read.HRDATA_sig_11_5_am[7]:C,5310
FFT_AHB_Wrapper_0/FFT_Core/p_AHB_Reg_Read.HRDATA_sig_11_5_am[7]:Y,-2470
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/un1_load_state_3_RNIICTO:A,3785
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/un1_load_state_3_RNIICTO:B,7371
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/un1_load_state_3_RNIICTO:C,7300
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/un1_load_state_3_RNIICTO:Y,3785
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_1/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/CFG_25:B,6852
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_1/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/CFG_25:C,4653
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_1/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/CFG_25:IPB,6852
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_1/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/CFG_25:IPC,4653
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/HARD_MULT_ADDSUB_C1_0/HARD_MULT_ADDSUB_C1_0/U0/U0/FF_5:CLK,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/HARD_MULT_ADDSUB_C1_0/HARD_MULT_ADDSUB_C1_0/U0/U0/FF_5:EN,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/HARD_MULT_ADDSUB_C1_0/HARD_MULT_ADDSUB_C1_0/U0/U0/FF_5:IPCLKn,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/HARD_MULT_ADDSUB_C1_0/HARD_MULT_ADDSUB_C1_0/U0/U0/FF_5:IPENn,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_218:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_218:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_218:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_218:IPA,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_218:IPB,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_39:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_39:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_39:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_39:IPA,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_39:IPB,
FFT_AHB_Wrapper_0/FFT_Core/un9_tf_comp_ram_ready_iv_0:A,2791
FFT_AHB_Wrapper_0/FFT_Core/un9_tf_comp_ram_ready_iv_0:B,2700
FFT_AHB_Wrapper_0/FFT_Core/un9_tf_comp_ram_ready_iv_0:C,2326
FFT_AHB_Wrapper_0/FFT_Core/un9_tf_comp_ram_ready_iv_0:D,2465
FFT_AHB_Wrapper_0/FFT_Core/un9_tf_comp_ram_ready_iv_0:Y,2326
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_pipe_1[1]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_pipe_1[1]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_pipe_1[1]:CLK,7363
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_pipe_1[1]:D,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_pipe_1[1]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_pipe_1[1]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_pipe_1[1]:Q,7363
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_pipe_1[1]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_pipe_1[1]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/un1_stage_state_2_sqmuxa_i_a2_i_o2:A,6255
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/un1_stage_state_2_sqmuxa_i_a2_i_o2:B,6147
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/un1_stage_state_2_sqmuxa_i_a2_i_o2:C,6018
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/un1_stage_state_2_sqmuxa_i_a2_i_o2:D,5838
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/un1_stage_state_2_sqmuxa_i_a2_i_o2:Y,5838
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m425_2_1:A,2165
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m425_2_1:B,1064
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m425_2_1:C,6101
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m425_2_1:D,1804
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m425_2_1:Y,1064
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_103:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_103:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_103:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_103:IPA,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_103:IPB,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_imag_slice[16]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_imag_slice[16]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_imag_slice[16]:CLK,7411
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_imag_slice[16]:D,4362
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_imag_slice[16]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_imag_slice[16]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_imag_slice[16]:Q,7411
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_imag_slice[16]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_imag_slice[16]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_b_out_sum_trunc_rnd[6]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_b_out_sum_trunc_rnd[6]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_b_out_sum_trunc_rnd[6]:CLK,7353
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_b_out_sum_trunc_rnd[6]:D,7288
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_b_out_sum_trunc_rnd[6]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_b_out_sum_trunc_rnd[6]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_b_out_sum_trunc_rnd[6]:Q,7353
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_b_out_sum_trunc_rnd[6]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_b_out_sum_trunc_rnd[6]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_1[6]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_1[6]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_1[6]:CLK,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_1[6]:D,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_1[6]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_1[6]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_1[6]:Q,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_1[6]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_1[6]:SLn,5865
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_dest_RNO:A,6924
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_dest_RNO:B,6889
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_dest_RNO:C,7472
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_dest_RNO:Y,6889
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_real_rnd_slice_bias_cry_14:A,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_real_rnd_slice_bias_cry_14:B,7391
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_real_rnd_slice_bias_cry_14:C,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_real_rnd_slice_bias_cry_14:D,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_real_rnd_slice_bias_cry_14:FCI,7094
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_real_rnd_slice_bias_cry_14:FCO,7094
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_real_rnd_slice_bias_cry_14:S,7145
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_a_in_RNO[2]:A,6926
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_a_in_RNO[2]:B,6861
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_a_in_RNO[2]:C,3709
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_a_in_RNO[2]:D,3614
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_a_in_RNO[2]:Y,3614
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_142:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_142:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_142:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_142:IPB,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_93:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_93:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_93:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_93:IPA,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m314:A,4930
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m314:B,4274
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m314:C,3017
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m314:Y,3017
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_max_1_cry_8_FCINST1:CO,6048
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_max_1_cry_8_FCINST1:FCI,6048
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.N_154_i_1_0:A,1442
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.N_154_i_1_0:B,2355
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.N_154_i_1_0:Y,1442
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_1/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/FF_26:EN,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_152:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_152:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_152:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_152:IPA,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_152:IPB,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m108_1_0:A,1586
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m108_1_0:B,1857
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m108_1_0:C,714
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m108_1_0:D,622
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m108_1_0:Y,622
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_r_adr_A_cry_6_0:A,3895
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_r_adr_A_cry_6_0:B,3812
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_r_adr_A_cry_6_0:C,3598
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_r_adr_A_cry_6_0:D,3444
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_r_adr_A_cry_6_0:FCI,3345
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_r_adr_A_cry_6_0:FCO,3345
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_r_adr_A_cry_6_0:S,3392
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_243:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_243:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_243:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_243:IPA,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_243:IPB,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min_1_cry_7:A,6367
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min_1_cry_7:B,6325
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min_1_cry_7:C,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min_1_cry_7:D,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min_1_cry_7:FCI,6192
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min_1_cry_7:FCO,6192
GMII_RXD_ibuf[2]/U0/U_IOINFF:A,
GMII_RXD_ibuf[2]/U0/U_IOINFF:Y,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m163:A,1033
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m163:B,949
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m163:C,670
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m163:D,672
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m163:Y,670
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_1[0]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_1[0]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_1[0]:CLK,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_1[0]:D,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_1[0]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_1[0]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_1[0]:Q,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_1[0]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_1[0]:SLn,5865
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_real_a_out_sum_rnd_slice_bias_cry_3:A,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_real_a_out_sum_rnd_slice_bias_cry_3:B,4772
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_real_a_out_sum_rnd_slice_bias_cry_3:C,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_real_a_out_sum_rnd_slice_bias_cry_3:D,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_real_a_out_sum_rnd_slice_bias_cry_3:FCI,4688
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_real_a_out_sum_rnd_slice_bias_cry_3:FCO,4688
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_real_a_out_sum_rnd_slice_bias_cry_3:S,7364
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/SADDRSEL_0_a2[14]:A,4663
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/SADDRSEL_0_a2[14]:B,3545
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/SADDRSEL_0_a2[14]:C,4619
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/SADDRSEL_0_a2[14]:D,4472
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/SADDRSEL_0_a2[14]:Y,3545
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_253:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_253:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_253:C,
